Country or Area,Year,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross Domestic Product (GDP),Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services
Solomon Islands,1979,69517875.6,92509947.56,28598980.78,26432597.07,130143929.9,26432597.07,63910966.77,58316490.33
Solomon Islands,1980,73268262.7,110771722,34485123.8,31547056.82,143523850.1,31547056.82,76286598.19,74111811.78
Solomon Islands,1981,92404717.46,136921666.1,42251126.6,39230692.41,161578312,33424444.73,94670539.55,106969284.2
Solomon Islands,1982,90864539.05,141384268.9,43480867.56,40417490.38,163216234,33917311.7,97903401.33,109442880.7
Solomon Islands,1983,67602466.67,109651069.3,34848697.35,30921657.73,123110858.7,26939708.4,74802371.9,85048081.57
Solomon Islands,1984,106146182.9,136686763.6,40903965.43,39961839.55,174057756.9,33759510.82,95782798.14,108737029
Solomon Islands,1985,81781959.8,147626229.7,44976701.26,41937734.96,159984692.6,33698759.66,102649528.4,111361231.8
Solomon Islands,1986,76313522.83,139764570.8,48291702.56,37955785.25,144989951.2,36520241.17,91472868.23,108986505.9
Solomon Islands,1987,81665592.05,145360760.4,53062667.69,33694544.4,146159445.9,29751034.76,92298092.72,114611368.8
Solomon Islands,1988,92292178.53,176229081.8,55365703.36,57622588.05,176229081.8,52820705.72,120863378.4,149770710.1
Solomon Islands,1989,108579921.4,188990112.3,58170929.8,47051299.29,167622979.1,47051299.29,130819182.5,176998353.9
Solomon Islands,1990,96726357.21,184238797.3,64813777.38,41838301.69,208123801.3,36143863.65,119425019.9,118120044.6
Solomon Islands,1991,115922276.5,190367437.1,65678239.25,51791140.99,220388617.7,49802007.55,124689197.9,137986923.3
Solomon Islands,1992,133055565,224036064.3,91117106.66,48598067.01,260612684,40674840.34,132918957.7,140637273.3
Solomon Islands,1993,172536389.5,247072109.8,107003931.7,49878701.69,282708716.7,46365233.39,140068178,182104316.5
Solomon Islands,1994,192990229.5,239141387.9,88048753.93,67570886.39,319776789.2,64502244.51,151092634,183358947.5
Solomon Islands,1995,210517044,298305881,120085733.6,69878739.83,364661323,64300184.97,178220147.4,214333949.9
Solomon Islands,1996,239740351.4,326383355.6,130945899.5,78231062.03,403212427.2,73183896.74,195437456,241422739.8
Solomon Islands,1997,242134550.6,325267412.9,127793235,81249593.64,408400275.3,75868825.85,197474177.9,240251281.9
Solomon Islands,1998,210978824.4,289472914.6,115456915.7,69980180.93,358414813.9,64996429.18,174015998.9,212017106
Solomon Islands,1999,225086422.6,306109267.2,121740957.7,74408734.76,380104620.1,69448152.44,184368309.5,225293113.6
Solomon Islands,2000,199845514.4,271569814,107684701.9,66418666.53,338184985.5,61899053.12,163885112.1,199845514.4
Solomon Islands,2001,197613295.5,269421003,107048429.5,65555321.41,334597391.9,61008131.49,162372573.5,197992228
Solomon Islands,2002,161807212.2,220040027.6,87275135.54,53787562.31,273827589.9,53787562.31,132764892.1,161807212.2
Solomon Islands,2003,87863701.37,293700575.7,69891277.84,30202731.01,314257617.6,29243491.21,223809297.8,105396473.3
Solomon Islands,2004,116022673.7,346291073.2,97398121.99,43969440.26,363512771.4,38839004.2,248892951.3,158923273.1
Solomon Islands,2005,141436647.9,442119009,165035983.5,73932189.58,429476033.6,68752819.38,277083025.6,223536305.9
Solomon Islands,2006,167055254.7,487340864.2,185098588.9,78901805.32,471176770.1,73526915.52,302242275.2,263724421.9
Solomon Islands,2007,223523261.9,570765812.9,222673810.8,101319916.4,587990068,95112388.92,348092002.1,358768949.3
Solomon Islands,2008,269633772.5,624619521.4,231042753.4,109280989.5,637074482.4,102156493.7,393576767.9,408522721.2
Solomon Islands,2009,234871534.9,643584504.5,239800125.2,99999482.73,638556597.6,92625219.2,403784379.3,344206785.6
Solomon Islands,2010,330212605.4,753710581.8,322412991.1,154157082.6,719622919.3,146146667.9,431297590.7,547833004.4
Solomon Islands,2011,552919353.1,743961168.9,248977294.5,189275091.2,870249257.9,166896580.1,494983874.4,622672256.1
Solomon Islands,2012,635604496.2,834076248.8,263432571.5,170981008.4,975880631.6,149961873.6,570643677.3,664155714.2
Solomon Islands,2013,589056359.1,919286280.7,360486042.6,223110246.8,1036332189,197444634.1,558800238,742498057.6
Solomon Islands,2014,581503231.3,1019474691,368476844.1,156197904.9,1075297893,135607370.1,650997847.4,711420748.4
Solomon Islands,2015,539156472,934962324.8,382226616.6,181341641,1059145036,159311919.2,552735708.2,644186861.5
Solomon Islands,2016,568794225.8,954390503.9,388178468.5,211395433.4,1128689317,186937867.4,566212035.2,651699775.2
Solomon Islands,2017,625465176.7,994809522.4,408926133.5,247939932.4,1198938644,220444538.4,585883388.9,721279446.4
Solomon Islands,2018,690708798.8,1105686042,453163888.6,204184452,1271045752,180069912.8,652522153.3,783377076.4
Somalia,1970,39512764.18,310631115.6,35409515.63,48327150.15,341025549.7,31154294.89,275221599.9,57445480.33
Somalia,1971,47662710.01,328309273.9,34871439.54,42637568.04,347039348.4,33196392.26,293437834.3,71570203.53
Somalia,1972,71225987.94,404184153.9,92687093.44,65471923.36,447883941.3,50542458.63,311497060.5,92998123.97
Somalia,1973,76555529.58,548849576.1,107488802.4,6048405.318,483699610.7,62384980.19,441360773.8,147926712
Somalia,1974,88634661.01,667691454.1,124847265.6,19140948.22,572504036,118984272.6,542844188.3,202963027.2
Somalia,1975,121053564.3,694764687.2,156748845.9,173820502.5,757015878.9,117949626.7,538015841.1,232622874.9
Somalia,1976,117432303.8,730632409.8,148471679.3,261937840.5,871344245.3,141056717.3,582160730.7,238658309
Somalia,1977,28978747.96,437391926.4,62604422.1,85516349.78,444039612.4,62604422.1,374787504.3,107847411.7
Somalia,1978,42379666.54,464208045.6,94723782.99,104811250.8,502835666.2,73933757.89,369484262.6,108563296.7
Somalia,1979,38351316.96,545556121.5,114938781.8,81482152.41,517397271.6,88104376.81,430617339.7,147992319.2
Somalia,1980,27982240.96,591534639.3,79277496.87,52288708.25,574248568.6,56229402.54,512257142.5,97557019.96
Somalia,1981,21744463.64,682739816.6,77831854.54,43246649.14,667960849.7,13628145.74,604907962.1,79770079.71
Somalia,1982,36854528.22,767059905.7,86002244.87,49498235.26,728853377.1,18852893.85,681057660.8,124559292.1
Somalia,1983,30083947.42,695591194.9,90023066.99,76868489.22,669720525.3,103101386.3,605568127.9,132823106.3
Somalia,1984,14226558.55,721813683.8,58609737.97,74355637.72,716542030.2,64031023.63,663203945.8,93853849.84
Somalia,1985,33827298.59,818162422.2,85537523.32,95527103.96,809647626.4,72357213.13,732624898.9,137869198.3
Somalia,1986,46718740.73,798348839.3,78386235.53,143864598.8,808228771.1,135678952.8,719962603.8,180703407.7
Somalia,1987,53353714.82,910432090.2,101116712.9,196341670.5,911759885.4,152879223.7,809315377.3,248367590.1
Somalia,1988,25916549.82,878443391.2,112761095.4,202161989.1,938699199.8,169690071.4,765682295.8,167822730.4
Somalia,1989,15463923.76,825199179.1,101873927.9,233474790.8,973783381.1,217159785.6,723325251.2,100354512.5
Somalia,1990,8455454.977,808104811.7,102402050.5,234647737,994073368.1,229120533.5,705702761.1,57134635.53
Somalia,1991,3331315.789,506910526.3,54129652.54,125248947.4,613950000,122769210.5,452780873.8,21540789.47
Somalia,1992,3165000,481565909.1,51423133.28,118986363.6,583254545.5,117077500,430142775.8,20463863.64
Somalia,1993,3496066.946,792228451.9,79522720.15,223437238.5,996441841.1,221310627.6,712705731.8,22719665.27
Somalia,1994,3829038.855,908572597.1,95343504.35,232974307.5,1126306823,231402119.4,813229092.8,19070503.81
Somalia,1995,3814847.162,905294323.1,94999126.64,232134497.8,1122242795,230943231.4,810295196.5,19000873.36
Somalia,1996,4271703.596,1016621867,106676353.1,260675626.6,1260225209,259630948.1,909945514,21343988.38
Somalia,1997,5023439.211,1195533844,125449288.1,306549397.6,1482006572,305622782,1070084556,25100109.53
Somalia,1998,5571877.562,1568324679,170821438.4,384722601.8,1926004373,383559715.8,1397503240,32618201.69
Somalia,1999,5832876.561,1545673323,166191251.6,385114885.1,1904432755,383830301.8,1379482071,32252442.32
Somalia,2000,6653920.493,1660052447,176192550.8,420094029.1,2052048477,418561354,1483859897,34751919.76
Somalia,2001,4223802.985,1053777873,111845655.8,266669574.8,1302611240,265696992.5,941932216.7,22060010.61
Somalia,2002,3953242.559,986278014.5,104680105.2,249587855.4,1219172165,248677508.5,881597909.3,20646947.2
Somalia,2003,3964456.66,1257473863,136354266.2,279629261.1,1516743116,279629261.1,1121119596,24324464.76
Somalia,2004,5172587.525,1646629421,179025269.5,364499479.4,1984459845,364499479.4,1467604152,31774466.23
Somalia,2005,7278091.96,1876567494,200573723.5,470912220.3,2315547906,469404147.2,1675993771,39209900.83
Somalia,2006,7522220.711,1937113762,207144926.9,485892879.3,2390008220,484331663.7,1729968835,40449677.41
Somalia,2007,7358045.259,2028321533,218103568,488546439,2482993197,487505206.2,1810217965,41302235.18
Somalia,2008,7982784.951,2112730807,226294599.5,522976537.6,2600027766,521449396.1,1886436207,43801193.95
Somalia,2009,3802413.239,1013945177,108685645.1,249850236.6,1246652867,249153127.5,905259531.9,20944959.59
Somalia,2010,3325907.332,889808130.7,95459936.39,217942869.8,1092784418,217367232,794348194.3,18324470.2
Somalia,2011,3470503.257,924154973.1,99076193.94,227618295.4,1136156004,226984261.1,825078779.1,19087767.91
Somalia,2012,4618937.583,1236409648,132572391.2,304006036.1,1519541639,303162191.8,1103837257,25492982.43
Somalia,2013,5393127.924,1434364600,153807859.8,352420167.1,1762619405,351486741.1,1280556740,29610346.58
Somalia,2014,5041785.246,1343339192,144036884.4,330385221.4,1651085809,329495494.6,1199302308,27729818.85
Somalia,2015,4448591.334,1183729712,126942126.4,291045717.9,1454779237,290236883.1,1056787586,24444784.7
Somalia,2016,4399533.009,1170998939,125567306.4,287875554.6,1439126592,287096303.1,1045431633,24175909.68
Somalia,2017,4576058.346,1218293443,130638850.9,299559113.3,1497300283,298742419.1,1087654592,25153148.85
Somalia,2018,4568684.007,1216012055,130397458.9,298974220.2,1494465502,298155798.9,1085614597,25107570.93
South Africa,1970,3922735560,13367416725,2367012716,5293472447,18656441881,4688849183,11000404009,4537398187
South Africa,1971,4346054191,15150429548,2842208681,6489642176,20591366422,5464707087,12308220868,5155078815
South Africa,1972,5285235847,15609525098,2820560908,5734578714,21621180013,5887570134,12788964189,4735239531
South Africa,1973,7247189666,20167420175,3584525267,7701650766,29635327632,7626746029,16582894907,6474444982
South Africa,1974,10043833569,24540853354,4632810814,11390762896,37223457823,9489300898,19908042540,10199020664
South Africa,1975,10278654308,26779461192,5641640992,12156420398,38493030848,11515758750,21137820200,11142547108
South Africa,1976,9886260003,26219890569,5816359405,10718531483,36959093498,11325851098,20403531164,10274099991
South Africa,1977,11969341314,29188148267,6578167002,11364670997,41048220382,11682064390,22609981265,9939449991
South Africa,1978,14737540329,32473467167,7234201000,12195421801,47224443377,12645571871,25239266167,11625349990
South Africa,1979,19786919910,38987084696,8683446335,15654901869,58276520881,15538466561,30303638361,14412914775
South Africa,1980,28628822230,53356610077,11895835983,25738626357,83912563745,22432001141,41460774094,22027807963
South Africa,1981,23583853271,58530325758,12744146795,29576612418,86252123112,24446190244,45786178963,25138479201
South Africa,1982,20184207545,56455617675,12906990056,20361101101,79121434418,22459069838,43548627618,20405854589
South Africa,1983,21038842166,63883799636,14381659931,22449346109,88229575322,23725032589,49502139705,17786554173
South Africa,1984,19183408908,57185427531,13648779942,20059586979,78093526462,19332447564,43536647589,17732934993
South Africa,1985,18069569368,42714793190,10775135651,12612460561,59647683836,14042716126,31939657539,12921130271
South Africa,1986,20080312305,49849478758,12711031538,13353323933,68114613724,13814516073,37138447220,14231750254
South Africa,1987,26080376059,67043385714,17016621238,14501743949,89366079240,16464321757,50026764477,17453545292
South Africa,1988,26953242657,72190363410,17658677090,19615233633,96056315028,19254671915,54531686320,20846130415
South Africa,1989,25735560000,75282213031,19018131741,21428874767,99975450759,20855331691,56264081289,20522919802
South Africa,1990,27275041623,92151660129,22763834609,21258021487,1.17E+11,23064555979,69387825519,21016334464
South Africa,1991,26270963774,99847269551,24576535058,22384262673,1.25E+11,22183398060,75270734492,21011728108
South Africa,1992,27985144064,1.11E+11,27269969554,20596944444,1.36E+11,21968546392,83394676069,22581584886
South Africa,1993,29449065831,1.09E+11,27056200914,19976329290,1.36E+11,20604086264,81879822728,23232865288
South Africa,1994,30150117678,1.13E+11,28086927730,24515267671,1.41E+11,22125050952,85291670406,26964921973
South Africa,1995,34572054046,1.25E+11,28613383268,29391885278,1.55E+11,25810173359,96061097633,33385762947
South Africa,1996,35709088647,1.19E+11,28367206035,26602985452,1.48E+11,25174055208,90865281276,33339929939
South Africa,1997,36771667077,1.25E+11,29582525348,26499075280,1.53E+11,26426395005,95730931349,34878328343
South Africa,1998,34610678671,1.13E+11,26053824723,24435859461,1.38E+11,24690627244,86981149264,32916542369
South Africa,1999,33898369647,1.11E+11,25365133277,23113941423,1.37E+11,21902388817,86067251406,30286845002
South Africa,2000,37206227711,1.10E+11,24920756880,22322611591,1.36E+11,21333701367,85533197906,33107014895
South Africa,2001,35860606127,98313501092,22361134237,19077040912,1.22E+11,18865048192,75952366855,30897364703
South Africa,2002,36747961428,91326600524,21540609839,18872137828,1.15E+11,17565396905,69785990685,32316116758
South Africa,2003,47117623089,1.40E+11,33400049947,29979050859,1.75E+11,28008463378,1.06E+11,42967055859
South Africa,2004,58215309784,1.85E+11,43792332220,42212845271,2.29E+11,37625939625,1.41E+11,58544118006
South Africa,2005,68171979378,2.10E+11,50209233313,47210803447,2.58E+11,44456424512,1.60E+11,68831325740
South Africa,2006,79518583820,2.17E+11,49311611240,54824382259,2.72E+11,51406995863,1.68E+11,84216474837
South Africa,2007,93339805674,2.37E+11,53338187589,62834217957,2.99E+11,61820501848,1.84E+11,97338179072
South Africa,2008,1.02E+11,2.26E+11,53505150771,66387504353,2.87E+11,67423065268,1.72E+11,1.07E+11
South Africa,2009,82601712897,2.35E+11,58786423775,61273538527,2.96E+11,63660696638,1.76E+11,81401643150
South Africa,2010,1.07E+11,2.97E+11,75931605398,73241647031,3.75E+11,72314567542,2.22E+11,1.03E+11
South Africa,2011,1.27E+11,3.31E+11,82709751469,82121386691,4.16E+11,79603877356,2.48E+11,1.23E+11
South Africa,2012,1.18E+11,3.22E+11,80296050512,79131066678,3.96E+11,76205376868,2.42E+11,1.24E+11
South Africa,2013,1.14E+11,2.98E+11,75437114334,77595100383,3.67E+11,74700134689,2.22E+11,1.22E+11
South Africa,2014,1.10E+11,2.83E+11,72917472962,71878940995,3.51E+11,71498606378,2.10E+11,1.16E+11
South Africa,2015,95709959228,2.55E+11,64925433533,66396872442,3.17E+11,64470596115,1.90E+11,99872264055
South Africa,2016,90623778244,2.37E+11,61615129586,56781780020,2.96E+11,57550991005,1.76E+11,89071991801
South Africa,2017,1.03E+11,2.79E+11,72589901349,65634959131,3.49E+11,65489510906,2.07E+11,98930251710
South Africa,2018,1.10E+11,2.99E+11,78338614829,66037469740,3.68E+11,66946123873,2.21E+11,1.09E+11
South Sudan,2008,9939129963,8281125165,2282118854,2145765841,15440567383,2142416820,5999006311,4925453586
South Sudan,2009,7106132144,7531764295,1895391442,1679315239,11945775280,1675839296,5636372853,4371085943
South Sudan,2010,9278227000,8950018069,2538615597,1621855381,14986377368,1617518869,6411402472,4863961632
South Sudan,2011,11391926931,9218705779,2268935086,1693905887,17290955018,1691563927,6949770693,5013633550
South Sudan,2012,839254237.3,12421918328,2373126519,1179661017,9634135593,1173898305,10048791809,4806711864
South Sudan,2013,3605796610,13591159025,2789145509,1527118644,13454508475,1521233576,10802013517,5269491525
South Sudan,2014,5258067797,14489342933,3349064386,1581694915,15807254237,1543395995,11140278546,5521932203
South Sudan,2015,2195165790,15666037041,3659323559,1306104815,13215990675,1300754144,12006713481,5951421509
South Sudan,2016,1970816228,5751380385,522170664.3,411135086.9,6784649131,408699777.1,5229209721,1348671601
South Sudan,2017,2376554698,6082968829,423780549.5,515048725.2,7620963066,514046503.4,5659188280,1353604469
South Sudan,2018,2102126799,7745329614,1120122096,621011409.3,8206888011,618562156.3,6625207518,2261595334
Spain,1970,4972593213,30217104245,4045923976,11624849529,40992170319,11023258841,26171180268,5612204766
Spain,1971,6066555021,34533186584,4681517675,12153942103,46617734549,11463155823,29851668908,6004791266
Spain,1972,7888137975,43492016052,5869485103,16151194602,59135631410,15226151031,37622530949,8185351134
